b,k,periodo,estabilidad
ExactReal{Float64}(-19.5),ExactReal{Float64}(-29.75),2,"Inestable porque existe landa = [-5.36229, -5.36227]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-29.75),3,"Estable porque existe landa = [-0.03913, -0.0391299]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-30),2,"Inestable porque existe landa = [-5.29054, -5.29053]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-30),3,"Estable porque existe landa = [-0.454322, -0.454321]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-30.5),2,"Inestable porque existe landa = [-5.12496, -5.12495]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-31),2,"Inestable porque existe landa = [-4.93147, -4.93146]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-31),3,"Inestable porque existe landa = [19.5558, 19.5559]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-31.25),2,"Inestable porque existe landa = [-4.82477, -4.82476]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-31.5),3,"Inestable porque existe landa = [-2.6059, -2.60589]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-31.75),2,"Inestable porque existe landa = [-4.59241, -4.5924]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-31.75),3,"Inestable porque existe landa = [-2.8656, -2.86559]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-32.25),4,"Inestable porque existe landa = [-5.87266, -5.87264]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-32.5),2,"Inestable porque existe landa = [-4.19895, -4.19894]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-32.5),3,"Inestable porque existe landa = [-3.32815, -3.32814]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-32.75),2,"Inestable porque existe landa = [-4.05642, -4.05641]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-32.75),4,"Inestable porque existe landa = [-6.14349, -6.14348]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-33),2,"Inestable porque existe landa = [-3.90843, -3.90842]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-33.25),2,"Inestable porque existe landa = [-3.75512, -3.75511]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-33.75),5,"Inestable porque existe landa = [-22.0984, -22.0982]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-34.25),4,"Inestable porque existe landa = [-5.06024, -5.06023]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-34.75),4,"Inestable porque existe landa = [-4.32832, -4.32831]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-35.25),2,"Inestable porque existe landa = [-2.351, -2.35099]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-35.5),2,"Inestable porque existe landa = [-2.15489, -2.15487]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-35.75),2,"Inestable porque existe landa = [-1.95452, -1.9545]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-36.25),2,"Inestable porque existe landa = [-1.54137, -1.54136]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-37),2,"Estable porque existe landa = [-0.891892, -0.891891]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-37.25),2,"Estable porque existe landa = [-0.667789, -0.667788]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-37.5),2,"Estable porque existe landa = [-0.440007, -0.440006]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-38.25),2,"Estable porque existe landa = [0.264688, 0.26469]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-38.5),2,"Estable porque existe landa = [0.506469, 0.50647]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-38.75),2,"Estable porque existe landa = [0.751567, 0.751568]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-39),2,"Estable porque existe landa = [0.995453, 0.995454]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-39.25),2,"Estable porque existe landa = [0.751556, 0.751557]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-39.5),2,"Estable porque existe landa = [0.506313, 0.506314]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-39.75),2,"Estable porque existe landa = [0.264142, 0.264143]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-40.25),2,"Estable porque existe landa = [-0.211184, -0.211183]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-40.5),2,"Estable porque existe landa = [-0.444447, -0.444446]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-41),2,"Estable porque existe landa = [-0.90244, -0.902438]_com con |landa| < 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-41.25),2,"Inestable porque existe landa = [-1.12728, -1.12727]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-41.5),2,"Inestable porque existe landa = [-1.3494, -1.34939]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-41.75),2,"Inestable porque existe landa = [-1.56887, -1.56886]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-41.75),4,"Inestable porque existe landa = [-1.10509, -1.10508]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-42),2,"Inestable porque existe landa = [-1.78572, -1.78571]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-42),4,"Inestable porque existe landa = [-1.82309, -1.82308]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-42.25),2,"Inestable porque existe landa = [-2.0, -1.99999]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-42.25),4,"Inestable porque existe landa = [-2.49046, -2.49045]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-42.5),2,"Inestable porque existe landa = [-2.21177, -2.21176]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-42.75),2,"Inestable porque existe landa = [-2.42106, -2.42104]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-43),2,"Inestable porque existe landa = [-2.62791, -2.6279]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-43.25),2,"Inestable porque existe landa = [-2.83237, -2.83236]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-43.75),4,"Inestable porque existe landa = [-5.63563, -5.63562]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44),2,"Inestable porque existe landa = [-3.43182, -3.43181]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44),4,"Inestable porque existe landa = [-6.04591, -6.0459]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44.25),2,"Inestable porque existe landa = [-3.62712, -3.62711]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44.5),2,"Inestable porque existe landa = [-3.82023, -3.82022]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44.5),3,"Inestable porque existe landa = [-1.96992, -1.96991]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44.75),3,"Inestable porque existe landa = [-4.44903, -4.44902]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-44.75),4,"Inestable porque existe landa = [-7.13196, -7.13195]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-45),2,"Inestable porque existe landa = [-4.2, -4.19999]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-45),3,"Inestable porque existe landa = [13.9466, 13.9467]_com con |landa| > 1"
ExactReal{Float64}(-19.5),ExactReal{Float64}(-45),4,"Inestable porque existe landa = [-7.45223, -7.45222]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-21.75),2,"Estable porque existe landa = [0.183826, 0.183828]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-22.75),2,"Inestable porque existe landa = [-2.17418, -2.17416]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-22.75),4,"Inestable porque existe landa = [-5.02981, -5.0298]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-23.25),2,"Inestable porque existe landa = [-3.0247, -3.02469]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-23.75),2,"Inestable porque existe landa = [-3.70431, -3.7043]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-25),2,"Inestable porque existe landa = [-4.83157, -4.83156]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-25.25),2,"Inestable porque existe landa = [-4.97997, -4.97996]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-25.5),3,"Inestable porque existe landa = [-3.4174, -3.41739]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-25.75),2,"Inestable porque existe landa = [-5.21579, -5.21578]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-26),3,"Inestable porque existe landa = [-3.13038, -3.13037]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-26.25),2,"Inestable porque existe landa = [-5.38045, -5.38044]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-26.5),2,"Inestable porque existe landa = [-5.4393, -5.43929]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-26.75),2,"Inestable porque existe landa = [-5.48393, -5.48392]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-26.75),3,"Inestable porque existe landa = [-2.41355, -2.41354]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-27),3,"Inestable porque existe landa = [-2.11107, -2.11106]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-27.25),2,"Inestable porque existe landa = [-5.53414, -5.53413]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-27.25),3,"Inestable porque existe landa = [-1.78114, -1.78113]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-27.5),3,"Inestable porque existe landa = [-1.42615, -1.42614]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-27.75),2,"Inestable porque existe landa = [-5.53737, -5.53736]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28),3,"Estable porque existe landa = [-0.652507, -0.652506]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28.25),2,"Inestable porque existe landa = [-5.49863, -5.49862]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28.25),3,"Estable porque existe landa = [-0.243875, -0.243874]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28.5),2,"Inestable porque existe landa = [-5.46481, -5.46479]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28.5),3,"Estable porque existe landa = [0.159735, 0.159736]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28.75),2,"Inestable porque existe landa = [-5.42193, -5.42192]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-28.75),3,"Estable porque existe landa = [0.485918, 0.48592]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-29),2,"Inestable porque existe landa = [-5.37038, -5.37037]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-29.25),3,"Estable porque existe landa = [0.153887, 0.153888]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-29.5),2,"Inestable porque existe landa = [-5.24266, -5.24265]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-29.5),3,"Estable porque existe landa = [-0.250337, -0.250336]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-29.75),2,"Inestable porque existe landa = [-5.16709, -5.16708]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-30),2,"Inestable porque existe landa = [-5.08408, -5.08407]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-30),3,"Inestable porque existe landa = [-1.0579, -1.05789]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-30.5),2,"Inestable porque existe landa = [-4.8967, -4.89669]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-31),2,"Inestable porque existe landa = [-4.68229, -4.68228]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-31.25),3,"Inestable porque existe landa = [-2.69755, -2.69754]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-31.25),4,"Inestable porque existe landa = [-122.515, -122.514]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-31.5),2,"Inestable porque existe landa = [-4.4424, -4.44239]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-32),2,"Inestable porque existe landa = [-4.17839, -4.17838]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-32.25),2,"Inestable porque existe landa = [-4.03773, -4.03771]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-32.5),5,"Inestable porque existe landa = [33.4373, 33.4374]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-32.75),4,"Inestable porque existe landa = [-5.91475, -5.91474]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-33.5),2,"Inestable porque existe landa = [-3.25342, -3.25341]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-33.75),2,"Inestable porque existe landa = [-3.08124, -3.08123]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-34.25),2,"Inestable porque existe landa = [-2.72249, -2.72248]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-34.25),4,"Inestable porque existe landa = [-4.29762, -4.29761]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-35),2,"Inestable porque existe landa = [-2.14994, -2.14993]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-35.25),2,"Inestable porque existe landa = [-1.95032, -1.9503]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-35.75),2,"Inestable porque existe landa = [-1.53845, -1.53844]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-36.5),2,"Estable porque existe landa = [-0.890412, -0.89041]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-36.75),2,"Estable porque existe landa = [-0.666672, -0.666671]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-37),2,"Estable porque existe landa = [-0.439198, -0.439197]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-37.25),2,"Estable porque existe landa = [-0.208066, -0.208065]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-37.5),2,"Estable porque existe landa = [0.0266508, 0.0266509]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-37.75),2,"Estable porque existe landa = [0.264879, 0.26488]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-38),2,"Estable porque existe landa = [0.506548, 0.506549]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-38.25),2,"Estable porque existe landa = [0.751577, 0.751578]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-38.5),2,"Estable porque existe landa = [0.994914, 0.994915]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-39),2,"Estable porque existe landa = [0.50639, 0.506391]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-39.25),2,"Estable porque existe landa = [0.26432, 0.264321]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-39.5),2,"Estable porque existe landa = [0.0253099, 0.02531]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-39.75),2,"Estable porque existe landa = [-0.210696, -0.210695]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-40),2,"Estable porque existe landa = [-0.443753, -0.443752]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-40.25),2,"Estable porque existe landa = [-0.673915, -0.673913]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-40.5),2,"Estable porque existe landa = [-0.901235, -0.901234]_com con |landa| < 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-40.75),2,"Inestable porque existe landa = [-1.12577, -1.12576]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-41.25),2,"Inestable porque existe landa = [-1.56667, -1.56666]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-41.5),2,"Inestable porque existe landa = [-1.78314, -1.78312]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-41.5),4,"Inestable porque existe landa = [-1.81341, -1.8134]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-41.75),2,"Inestable porque existe landa = [-1.99701, -1.997]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-42),2,"Inestable porque existe landa = [-2.20834, -2.20833]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-42),4,"Inestable porque existe landa = [-3.0981, -3.09809]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-42.25),4,"Inestable porque existe landa = [-3.67391, -3.6739]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-42.5),2,"Inestable porque existe landa = [-2.62353, -2.62352]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-42.75),2,"Inestable porque existe landa = [-2.82749, -2.82748]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-42.75),4,"Inestable porque existe landa = [-4.7099, -4.70988]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43),2,"Inestable porque existe landa = [-3.02907, -3.02906]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43),4,"Inestable porque existe landa = [-5.17635, -5.17634]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43.25),2,"Inestable porque existe landa = [-3.22833, -3.22831]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43.25),4,"Inestable porque existe landa = [-5.61225, -5.61224]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43.5),2,"Inestable porque existe landa = [-3.42529, -3.42528]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43.5),5,"Inestable porque existe landa = [-133.592, -133.591]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-43.75),4,"Inestable porque existe landa = [-6.4025, -6.40249]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-44),2,"Inestable porque existe landa = [-3.8125, -3.81249]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-44),3,"Inestable porque existe landa = [-2.00205, -2.00204]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-44),4,"Inestable porque existe landa = [-6.76135, -6.76134]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-44),5,"Inestable porque existe landa = [1113.12, 1113.13]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-44.25),2,"Inestable porque existe landa = [-4.00283, -4.00282]_com con |landa| > 1"
ExactReal{Float64}(-19.25),ExactReal{Float64}(-44.25),4,"Inestable porque existe landa = [-7.09869, -7.09868]_com con |landa| > 1"
